Feature,Feature.1,Feature.2,Feature.3,Feature.4,Feature.5,Feature.6,Feature.7,Target,Target.1,Target.2,Target.3,Target.4,Target.5,Target.6,Target.7
-2.10E-05,1.26E-07,2.52E-06,9.63E-08,2.52E-06,9.64E-08,2.10E-05,-1.27E-07,-0.857341829,-0.502881017,-0.846123985,-0.581887476,-0.502973235,0.857147566,-0.581392622,0.847121253
-2.10E-05,1.26E-07,2.56E-06,9.56E-08,2.56E-06,9.58E-08,2.10E-05,-1.26E-07,-0.856181024,-0.500093945,-0.845979903,-0.578455413,-0.499725662,0.856324337,-0.576910679,0.845809985
-2.09E-05,1.26E-07,2.60E-06,9.52E-08,2.60E-06,9.52E-08,2.09E-05,-1.26E-07,-0.855476194,-0.497112855,-0.844761261,-0.574869738,-0.496684844,0.855054982,-0.574526541,0.844210844
-2.09E-05,1.26E-07,2.64E-06,9.48E-08,2.64E-06,9.48E-08,2.09E-05,-1.26E-07,-0.854364211,-0.493843799,-0.843737448,-0.572154066,-0.493937187,0.854172179,-0.571867007,0.844309984
-2.08E-05,1.26E-07,2.68E-06,9.41E-08,2.67E-06,9.43E-08,2.08E-05,-1.26E-07,-0.853192617,-0.49108042,-0.843562974,-0.568992932,-0.490716602,0.853335171,-0.56765304,0.84336342
-2.08E-05,1.26E-07,2.71E-06,9.37E-08,2.71E-06,9.38E-08,2.08E-05,-1.26E-07,-0.852471787,-0.488128104,-0.842521131,-0.565351127,-0.487704738,0.85205398,-0.564924763,0.841829427
4.86E-05,-7.60E-05,-1.17E-05,1.03E-05,-5.10E-06,5.72E-06,-3.70E-05,6.69E-05,1.65745971,1.007772856,437.9453146,-48.8290218,0.442261273,-1.37249256,-73.50877307,-384.5346156
-2.88E-05,-2.95E-06,3.50E-05,-3.66E-05,3.51E-05,-3.66E-05,3.17E-05,-3.34E-07,-1.966675816,0.331851851,24.49963746,210.7136792,0.252401731,2.076208299,211.7523863,-5.505449926
-5.05E-05,2.19E-05,-5.38E-06,1.83E-06,-5.49E-07,-2.24E-06,4.86E-05,-2.01E-05,-1.777104009,-1.38639075,-126.1266037,17.35534795,-1.528959004,1.580067865,-6.565152369,116.4251041
-2.88E-05,9.79E-07,-1.25E-05,9.29E-06,-1.53E-05,1.29E-05,2.69E-05,2.12E-06,-0.681428571,-1.340598431,-8.444969688,-74.74743139,-1.193435108,0.680209099,-54.22007155,-10.24739155
-2.15E-05,-7.62E-06,-9.56E-07,-5.30E-07,-1.55E-06,-5.65E-08,2.45E-05,5.23E-06,-0.782678147,-0.693247459,43.92837413,-1.339249106,-0.746848467,0.914870195,1.892564444,-30.20843256
-2.98E-05,1.03E-06,5.52E-07,-2.59E-06,2.37E-06,-3.86E-06,2.94E-05,-6.65E-07,-1.164917753,-0.765661599,-5.24371441,22.46129109,-0.827332902,1.100372921,15.02751944,3.421101001
-3.10E-05,2.65E-06,-2.59E-06,-2.18E-07,-2.70E-06,5.03E-07,3.07E-05,-1.50E-06,-1.072328519,-0.972239846,-15.51464535,-2.455387241,-0.965150617,1.065501085,1.471740366,8.76533177
-2.86E-05,-2.26E-07,-2.74E-06,1.05E-06,-3.13E-06,1.22E-06,2.91E-05,4.09E-07,-0.981839031,-0.925710288,0.937505289,-7.182479327,-0.924755277,1.015374768,-6.230558012,-2.032206181
-2.81E-05,-4.23E-07,-1.70E-06,1.52E-07,-1.52E-06,1.25E-07,2.83E-05,2.39E-07,-1.00882365,-0.856049016,2.303225265,-0.898264318,-0.869003386,1.01134547,-1.016261802,-1.233837837
-2.88E-05,4.92E-07,-1.84E-06,-3.94E-07,-1.47E-06,-3.36E-07,2.90E-05,-1.03E-07,-1.028543297,-0.871044461,-2.887814533,1.950008719,-0.894031453,1.02803695,2.204856461,0.629669859
-2.90E-05,3.54E-07,-1.72E-06,1.58E-07,-1.90E-06,9.21E-08,2.92E-05,1.20E-07,-1.027129799,-0.893964066,-2.181141296,-0.551817871,-0.892308328,1.04184408,-1.033759189,-0.545984401
-2.86E-05,9.07E-08,-1.60E-06,3.64E-07,-1.70E-06,3.48E-07,2.87E-05,-1.33E-07,-1.019138553,-0.873566915,-0.711643726,-2.085058694,-0.871980309,1.025673516,-2.165267539,0.961885341
-2.84E-05,2.53E-07,-1.77E-06,-2.60E-08,-1.58E-06,4.89E-08,2.86E-05,-8.27E-08,-1.014608015,-0.864742602,-1.584767116,-0.320024996,-0.879027622,1.018220204,0.075394443,0.586752008
-2.86E-05,1.72E-07,-1.51E-06,1.06E-07,-1.60E-06,-2.50E-08,2.88E-05,1.62E-07,-1.021080515,-0.871819461,-1.105263546,0.089426614,-0.874416404,1.03443077,-0.738587655,-0.795801481
-2.85E-05,1.30E-07,-1.31E-06,3.18E-07,-1.44E-06,1.94E-07,2.85E-05,-9.43E-08,-1.023797674,-0.862806932,-0.905056622,-1.18278511,-0.857450794,1.028883603,-1.907163709,0.726646426
-2.83E-05,2.47E-07,-1.48E-06,7.92E-08,-1.42E-06,1.34E-07,2.84E-05,-1.67E-07,-1.016058264,-0.855895494,-1.571808907,-0.810810782,-0.861927866,1.018749737,-0.512879854,1.094100039
-2.84E-05,1.49E-07,-1.35E-06,1.22E-07,-1.42E-06,1.67E-08,2.85E-05,7.68E-08,-1.017366423,-0.858180066,-0.978435687,-0.154992357,-0.860837143,1.028790462,-0.813414174,-0.302574049
-2.83E-05,9.56E-08,-1.11E-06,3.09E-07,-1.25E-06,1.45E-07,2.84E-05,-5.83E-08,-1.022295344,-0.851246718,-0.697502561,-0.904740273,-0.845001819,1.027577779,-1.862324888,0.516510586
-2.82E-05,2.09E-07,-1.21E-06,1.43E-07,-1.20E-06,1.49E-07,2.82E-05,-1.89E-07,-1.017230054,-0.84401692,-1.352135838,-0.908171921,-0.845263365,1.018072245,-0.875135938,1.237969815
-2.82E-05,1.57E-07,-1.16E-06,1.20E-07,-1.22E-06,4.94E-08,2.83E-05,-7.78E-09,-1.01588476,-0.844758954,-1.030455495,-0.340934104,-0.846415748,1.024175852,-0.778729412,0.184837806
-2.81E-05,8.48E-08,-9.43E-07,2.86E-07,-1.08E-06,1.28E-07,2.82E-05,-5.75E-08,-1.020098871,-0.839646709,-0.630844996,-0.808922014,-0.833448231,1.025332741,-1.727343024,0.507030465
-2.80E-05,1.71E-07,-9.83E-07,1.87E-07,-1.00E-06,1.60E-07,2.80E-05,-1.95E-07,-1.01725515,-0.831983253,-1.135502359,-0.973682677,-0.830416655,1.016855571,-1.126488822,1.280141687
-2.80E-05,1.60E-07,-9.69E-07,1.21E-07,-1.01E-06,7.82E-08,2.80E-05,-7.31E-08,-1.014731058,-0.83116281,-1.05304538,-0.505338021,-0.832033945,1.019864662,-0.768983639,0.562196043
-2.80E-05,8.82E-08,-7.82E-07,2.52E-07,-9.08E-07,1.20E-07,2.80E-05,-6.91E-08,-1.017815499,-0.827500723,-0.649110215,-0.76306977,-0.821960864,1.022360955,-1.52627753,0.566388413
-2.78E-05,1.45E-07,-7.75E-07,2.08E-07,-8.09E-07,1.65E-07,2.78E-05,-1.93E-07,-1.016517356,-0.820027844,-0.985407867,-1.008808451,-0.816920932,1.015434764,-1.246654577,1.273562796
-2.78E-05,1.59E-07,-7.80E-07,1.25E-07,-8.00E-07,1.04E-07,2.78E-05,-1.21E-07,-1.013528115,-0.817744602,-1.053369139,-0.653058819,-0.818095884,1.016058923,-0.783743652,0.84131552
-2.78E-05,9.81E-08,-6.26E-07,2.17E-07,-7.27E-07,1.19E-07,2.78E-05,-8.55E-08,-1.01543892,-0.814962695,-0.705543851,-0.750169871,-0.810463599,1.018969364,-1.320132566,0.653771417
-2.77E-05,1.29E-07,-5.84E-07,2.12E-07,-6.24E-07,1.66E-07,2.76E-05,-1.86E-07,-1.015166613,-0.808077528,-0.896440785,-1.013612361,-0.804373914,1.013763122,-1.267666164,1.23162195
-2.76E-05,1.56E-07,-5.93E-07,1.30E-07,-5.99E-07,1.25E-07,2.76E-05,-1.53E-07,-1.012168146,-0.804635631,-1.043185132,-0.771259833,-0.804653753,1.01279354,-0.805319429,1.027031496
-2.75E-05,1.10E-07,-4.70E-07,1.86E-07,-5.44E-07,1.21E-07,2.76E-05,-1.03E-07,-1.013003915,-0.802255757,-0.776030089,-0.758602609,-0.798913108,1.015478868,-1.137892113,0.749027493
-2.75E-05,1.22E-07,-4.06E-07,2.04E-07,-4.44E-07,1.63E-07,2.74E-05,-1.76E-07,-1.013324799,-0.796114459,-0.85512439,-0.996979826,-0.792473304,1.011845691,-1.22623513,1.172460283
-2.74E-05,1.53E-07,-4.09E-07,1.35E-07,-4.05E-07,1.39E-07,2.74E-05,-1.71E-07,-1.010593395,-0.791865358,-1.028473046,-0.854288844,-0.791694898,1.009978315,-0.825756498,1.131204743
-2.73E-05,1.22E-07,-3.13E-07,1.62E-07,-3.62E-07,1.25E-07,2.73E-05,-1.19E-07,-1.010545547,-0.789550772,-0.845384773,-0.777422642,-0.787279929,1.012086931,-0.991991866,0.836734643
-2.73E-05,1.21E-07,-2.36E-07,1.91E-07,-2.69E-07,1.58E-07,2.72E-05,-1.66E-07,-1.011119299,-0.784149635,-0.847477655,-0.967955311,-0.780964468,1.009724106,-1.151492741,1.110843702
-2.72E-05,1.50E-07,-2.28E-07,1.38E-07,-2.19E-07,1.48E-07,2.72E-05,-1.78E-07,-1.008785313,-0.779417824,-1.012895186,-0.903385028,-0.779170486,1.007491268,-0.841360777,1.172201421
-2.71E-05,1.32E-07,-1.52E-07,1.44E-07,-1.82E-07,1.29E-07,2.71E-05,-1.32E-07,-1.008082755,-0.776962626,-0.904625771,-0.798358588,-0.77556851,1.008887933,-0.885573881,0.907933246
-2.71E-05,1.24E-07,-7.21E-08,1.76E-07,-9.79E-08,1.52E-07,2.70E-05,-1.57E-07,-1.008667815,-0.772204374,-0.860761821,-0.933765125,-0.76965158,1.007443219,-1.065099611,1.05589012
-2.70E-05,1.48E-07,-5.10E-08,1.40E-07,-3.95E-08,1.51E-07,2.70E-05,-1.78E-07,-1.006754598,-0.767253877,-0.998672913,-0.92385514,-0.767007532,1.005209519,-0.850438752,1.169652065
-2.69E-05,1.40E-07,1.09E-08,1.33E-07,-4.32E-09,1.33E-07,2.69E-05,-1.42E-07,-1.005620181,-0.764557943,-0.949620215,-0.816075395,-0.763805841,1.005905697,-0.815517382,0.959422049
-2.69E-05,1.28E-07,8.93E-08,1.62E-07,7.11E-08,1.47E-07,2.69E-05,-1.50E-07,-1.006066952,-0.760302188,-0.884542653,-0.899475228,-0.758402589,1.005042682,-0.981732393,1.012134573
-2.68E-05,1.46E-07,1.22E-07,1.40E-07,1.34E-07,1.51E-07,2.68E-05,-1.73E-07,-1.00452946,-0.755325407,-0.986956624,-0.922761585,-0.755126656,1.003024089,-0.85276656,1.141189873
-2.67E-05,1.45E-07,1.76E-07,1.26E-07,1.70E-07,1.35E-07,2.67E-05,-1.48E-07,-1.00315291,-0.752365568,-0.979742795,-0.827792677,-0.752028329,1.00311854,-0.775124302,0.991922808
-2.67E-05,1.33E-07,2.50E-07,1.49E-07,2.38E-07,1.42E-07,2.67E-05,-1.45E-07,-1.00338765,-0.748464573,-0.911115615,-0.868161673,-0.747142147,1.002554552,-0.909890458,0.980813637
-2.66E-05,1.45E-07,2.92E-07,1.40E-07,3.03E-07,1.49E-07,2.66E-05,-1.66E-07,-1.002145453,-0.743584964,-0.978105319,-0.907282347,-0.74345519,1.000848468,-0.849108561,1.10090852
-2.65E-05,1.48E-07,3.42E-07,1.23E-07,3.41E-07,1.36E-07,2.65E-05,-1.51E-07,-1.000671003,-0.740387575,-0.996607215,-0.832662059,-0.740273104,1.000479761,-0.756373619,1.008416196
-2.65E-05,1.38E-07,4.09E-07,1.40E-07,4.03E-07,1.37E-07,2.65E-05,-1.42E-07,-1.000675828,-0.736708962,-0.935450705,-0.841290161,-0.735839406,1.000002387,-0.853165734,0.960999147
-2.64E-05,1.44E-07,4.59E-07,1.38E-07,4.68E-07,1.45E-07,2.64E-05,-1.59E-07,-0.99963803,-0.731991673,-0.971942995,-0.883706155,-0.731934217,0.998621438,-0.840741212,1.058891184
-2.64E-05,1.49E-07,5.08E-07,1.22E-07,5.08E-07,1.36E-07,2.63E-05,-1.52E-07,-0.998162945,-0.7286094,-1.002980951,-0.831119132,-0.728572803,0.997933627,-0.751504728,1.012854722
-2.63E-05,1.41E-07,5.69E-07,1.33E-07,5.66E-07,1.34E-07,2.63E-05,-1.40E-07,-0.997956144,-0.72504799,-0.954818428,-0.819153023,-0.724494715,0.997401614,-0.811679662,0.950563036
-2.62E-05,1.43E-07,6.22E-07,1.36E-07,6.30E-07,1.41E-07,2.62E-05,-1.53E-07,-0.997037951,-0.7205141,-0.967989605,-0.856938132,-0.720521023,0.99630554,-0.82908266,1.021436932
-2.62E-05,1.49E-07,6.72E-07,1.23E-07,6.72E-07,1.35E-07,2.62E-05,-1.51E-07,-0.995617937,-0.717008251,-1.001960458,-0.824318583,-0.716952945,0.995426467,-0.753955801,1.009251892
-2.61E-05,1.44E-07,7.28E-07,1.28E-07,7.27E-07,1.31E-07,2.61E-05,-1.40E-07,-0.995237128,-0.713489648,-0.968255107,-0.801288942,-0.713127353,0.994760791,-0.783427625,0.946930556
-2.60E-05,1.43E-07,7.83E-07,1.34E-07,7.89E-07,1.36E-07,2.60E-05,-1.48E-07,-0.994369103,-0.709130769,-0.965645285,-0.83037967,-0.709188453,0.993882986,-0.815447078,0.991696631
-2.60E-05,1.48E-07,8.35E-07,1.24E-07,8.33E-07,1.34E-07,2.60E-05,-1.50E-07,-0.993027203,-0.705559387,-0.99642088,-0.813694,-0.705431245,0.99291325,-0.758780587,1.001115698
-2.59E-05,1.45E-07,8.87E-07,1.25E-07,8.87E-07,1.29E-07,2.59E-05,-1.40E-07,-0.992516485,-0.702037985,-0.975998348,-0.786840922,-0.701765475,0.992083299,-0.765386748,0.947603769
-2.58E-05,1.43E-07,9.42E-07,1.31E-07,9.46E-07,1.32E-07,2.58E-05,-1.44E-07,-0.991648082,-0.69782915,-0.964319255,-0.806055717,-0.697922457,0.991350513,-0.80090834,0.97048269
-2.58E-05,1.47E-07,9.96E-07,1.25E-07,9.92E-07,1.31E-07,2.58E-05,-1.48E-07,-0.990384534,-0.694240232,-0.988709115,-0.8006513,-0.694018216,0.99036046,-0.762688153,0.991169355
-2.57E-05,1.46E-07,1.04E-06,1.23E-07,1.04E-06,1.27E-07,2.57E-05,-1.41E-07,-0.989785796,-0.690694067,-0.978979583,-0.774829322,-0.69043875,0.989369055,-0.754331007,0.95047269
-2.57E-05,1.43E-07,1.10E-06,1.29E-07,1.10E-06,1.29E-07,2.57E-05,-1.42E-07,-0.988884918,-0.686603833,-0.963507146,-0.784878804,-0.686718815,0.988714282,-0.786248653,0.95707989
-2.56E-05,1.46E-07,1.15E-06,1.25E-07,1.15E-06,1.29E-07,2.56E-05,-1.46E-07,-0.98768627,-0.683032603,-0.98052801,-0.786385213,-0.682718518,0.987746316,-0.763843842,0.981286846
-2.55E-05,1.46E-07,1.20E-06,1.22E-07,1.20E-06,1.25E-07,2.55E-05,-1.42E-07,-0.987034237,-0.679456969,-0.978419913,-0.764335761,-0.679173633,0.986616036,-0.747357139,0.953953366
-2.55E-05,1.43E-07,1.25E-06,1.27E-07,1.26E-06,1.26E-07,2.55E-05,-1.41E-07,-0.986084415,-0.675454426,-0.962826379,-0.76696227,-0.675579809,0.985985462,-0.7719664,0.949948634
-2.54E-05,1.45E-07,1.31E-06,1.25E-07,1.30E-06,1.27E-07,2.54E-05,-1.45E-07,-0.984930945,-0.671923461,-0.972953963,-0.771796338,-0.671532568,0.985059299,-0.761549093,0.972569587
-2.53E-05,1.45E-07,1.35E-06,1.22E-07,1.35E-06,1.24E-07,2.53E-05,-1.42E-07,-0.984251177,-0.668324651,-0.975544156,-0.7546071,-0.667990911,0.983821457,-0.74216145,0.957000465
-2.53E-05,1.43E-07,1.40E-06,1.24E-07,1.41E-06,1.23E-07,2.53E-05,-1.40E-07,-0.983247687,-0.664383592,-0.962021042,-0.751921378,-0.664511287,0.98317684,-0.758319491,0.947267014
-2.52E-05,1.44E-07,1.46E-06,1.24E-07,1.45E-06,1.24E-07,2.52E-05,-1.44E-07,-0.982118765,-0.660904673,-0.966534288,-0.757481368,-0.660458116,0.982295848,-0.755889718,0.965499517
-2.51E-05,1.45E-07,1.50E-06,1.21E-07,1.50E-06,1.22E-07,2.51E-05,-1.43E-07,-0.981427737,-0.657294645,-0.971406508,-0.745096009,-0.656904991,0.980982604,-0.737125645,0.959040775
-2.51E-05,1.43E-07,1.55E-06,1.22E-07,1.56E-06,1.21E-07,2.51E-05,-1.41E-07,-0.980373601,-0.653395417,-0.960947399,-0.739125801,-0.653520385,0.980300528,-0.745384754,0.947299912
-2.50E-05,1.43E-07,1.61E-06,1.23E-07,1.60E-06,1.22E-07,2.50E-05,-1.43E-07,-0.979251062,-0.649972165,-0.961420242,-0.743769558,-0.649491568,0.97945785,-0.7474127,0.960118149
-2.50E-05,1.44E-07,1.65E-06,1.20E-07,1.65E-06,1.21E-07,2.49E-05,-1.43E-07,-0.978557492,-0.646364529,-0.966808659,-0.735456933,-0.645924341,0.978097317,-0.731273518,0.959867075
-2.49E-05,1.43E-07,1.70E-06,1.20E-07,1.70E-06,1.20E-07,2.49E-05,-1.41E-07,-0.977459972,-0.642494221,-0.95954952,-0.727887413,-0.642613962,0.97736665,-0.733119125,0.948611163
-2.48E-05,1.43E-07,1.76E-06,1.21E-07,1.75E-06,1.20E-07,2.48E-05,-1.42E-07,-0.976329795,-0.63912485,-0.957503491,-0.730782475,-0.638628988,0.976550344,-0.736865049,0.956196849
-2.48E-05,1.43E-07,1.80E-06,1.19E-07,1.80E-06,1.19E-07,2.48E-05,-1.43E-07,-0.975636556,-0.635532213,-0.962285876,-0.725515229,-0.635052601,0.975164215,-0.724154415,0.959522305
-2.47E-05,1.43E-07,1.85E-06,1.19E-07,1.85E-06,1.18E-07,2.47E-05,-1.41E-07,-0.974504435,-0.631683798,-0.957832238,-0.7175823,-0.631797681,0.974382828,-0.721413531,0.95015011
-2.46E-05,1.42E-07,1.90E-06,1.19E-07,1.89E-06,1.18E-07,2.46E-05,-1.42E-07,-0.973357159,-0.628363545,-0.954535636,-0.718499621,-0.627866744,0.973579686,-0.725006987,0.953378048
-2.46E-05,1.43E-07,1.95E-06,1.18E-07,1.94E-06,1.18E-07,2.46E-05,-1.43E-07,-0.972663267,-0.624796059,-0.958136527,-0.715224187,-0.624289931,0.972182717,-0.715698127,0.958193893
-2.45E-05,1.42E-07,1.99E-06,1.17E-07,1.99E-06,1.17E-07,2.45E-05,-1.42E-07,-0.971504993,-0.620967034,-0.955836221,-0.707715425,-0.621075626,0.971354214,-0.710134837,0.951249234
-2.44E-05,1.42E-07,2.04E-06,1.17E-07,2.03E-06,1.16E-07,2.44E-05,-1.42E-07,-0.970335315,-0.617690047,-0.952220529,-0.70681841,-0.617201867,0.970552244,-0.712496834,0.951278902
-2.44E-05,1.42E-07,2.09E-06,1.16E-07,2.08E-06,1.16E-07,2.44E-05,-1.43E-07,-0.969637681,-0.614154887,-0.954473925,-0.70462068,-0.61363433,0.969152938,-0.70607276,0.956129127
-2.43E-05,1.42E-07,2.13E-06,1.15E-07,2.13E-06,1.15E-07,2.43E-05,-1.42E-07,-0.968460304,-0.610345796,-0.953617851,-0.697941155,-0.610450291,0.968283869,-0.699154635,0.951567827
-2.43E-05,1.42E-07,2.18E-06,1.15E-07,2.17E-06,1.15E-07,2.43E-05,-1.42E-07,-0.967266223,-0.607106427,-0.950276907,-0.695602159,-0.60663217,0.967473604,-0.699835967,0.94955743
-2.42E-05,1.42E-07,2.23E-06,1.15E-07,2.22E-06,1.14E-07,2.42E-05,-1.42E-07,-0.96656101,-0.60360792,-0.951284339,-0.693786296,-0.603082741,0.966075534,-0.695564568,0.95357536
-2.41E-05,1.42E-07,2.27E-06,1.14E-07,2.27E-06,1.14E-07,2.41E-05,-1.42E-07,-0.965369747,-0.599821022,-0.951234846,-0.688053981,-0.599922805,0.965173282,-0.688365962,0.951010816
-2.41E-05,1.41E-07,2.32E-06,1.13E-07,2.31E-06,1.13E-07,2.41E-05,-1.41E-07,-0.964151577,-0.596614565,-0.948473979,-0.684713943,-0.596156201,0.964348202,-0.68735825,0.947946406
-2.40E-05,1.42E-07,2.36E-06,1.13E-07,2.36E-06,1.13E-07,2.40E-05,-1.42E-07,-0.96343512,-0.59315468,-0.948480415,-0.682817379,-0.592631872,0.962951522,-0.684488362,0.950743877
-2.39E-05,1.42E-07,2.40E-06,1.12E-07,2.41E-06,1.12E-07,2.39E-05,-1.42E-07,-0.962233366,-0.589392899,-0.948737437,-0.677962476,-0.589493264,0.962022921,-0.677690289,0.94964412
-2.39E-05,1.41E-07,2.46E-06,1.12E-07,2.45E-06,1.11E-07,2.39E-05,-1.41E-07,-0.960992796,-0.586215903,-0.946645462,-0.674036977,-0.585773117,0.961179272,-0.675248053,0.946262825
-2.38E-05,1.41E-07,2.50E-06,1.11E-07,2.50E-06,1.11E-07,2.38E-05,-1.42E-07,-0.960262129,-0.582794892,-0.94594408,-0.671804801,-0.582278727,0.959782118,-0.673129395,0.947793362
-2.38E-05,1.41E-07,2.54E-06,1.10E-07,2.54E-06,1.10E-07,2.38E-05,-1.42E-07,-0.959051728,-0.579061092,-0.946164149,-0.667656853,-0.57916108,0.958832708,-0.667077597,0.947620138
-2.37E-05,1.41E-07,2.59E-06,1.10E-07,2.58E-06,1.10E-07,2.37E-05,-1.41E-07,-0.95779106,-0.575911347,-0.944688505,-0.663483881,-0.575482506,0.95796898,-0.663573035,0.944401207
-2.36E-05,1.41E-07,2.63E-06,1.09E-07,2.63E-06,1.09E-07,2.36E-05,-1.41E-07,-0.957044125,-0.572528387,-0.943556809,-0.6608226,-0.572020879,0.956568618,-0.661712778,0.944827659
-2.36E-05,1.41E-07,2.67E-06,1.09E-07,2.68E-06,1.09E-07,2.36E-05,-1.41E-07,-0.955825766,-0.568824944,-0.943541004,-0.657177406,-0.568925289,0.955602384,-0.656502261,0.945120225
-2.35E-05,1.41E-07,2.72E-06,1.08E-07,2.71E-06,1.08E-07,2.35E-05,-1.41E-07,-0.954547364,-0.565701299,-0.942553634,-0.652997862,-0.565284231,0.95471867,-0.652321078,0.942318126
-2.35E-05,1.41E-07,2.76E-06,1.08E-07,2.76E-06,1.08E-07,2.34E-05,-1.41E-07,-0.953783002,-0.562355033,-0.941217819,-0.649923645,-0.561856548,0.953312303,-0.650394032,0.941902527
-2.34E-05,1.41E-07,2.80E-06,1.07E-07,2.81E-06,1.07E-07,2.34E-05,-1.41E-07,-0.952556628,-0.558683657,-0.940882874,-0.64658813,-0.558784799,0.952331756,-0.645956982,0.942315895
-2.33E-05,1.41E-07,2.85E-06,1.06E-07,2.84E-06,1.06E-07,2.33E-05,-1.41E-07,-0.951262582,-0.555585744,-0.940230754,-0.642548856,-0.555178278,0.951429129,-0.64143433,0.940013701
-2.33E-05,1.40E-07,2.89E-06,1.06E-07,2.89E-06,1.06E-07,2.33E-05,-1.40E-07,-0.950480384,-0.552274682,-0.938852293,-0.639140195,-0.551784558,0.950014389,-0.639263806,0.939036847
-2.32E-05,1.40E-07,2.93E-06,1.05E-07,2.93E-06,1.05E-07,2.32E-05,-1.40E-07,-0.949245549,-0.548636411,-0.938195949,-0.635957373,-0.548738546,0.949020835,-0.635446439,0.939347048
-2.31E-05,1.40E-07,2.98E-06,1.05E-07,2.97E-06,1.05E-07,2.31E-05,-1.40E-07,-0.947937514,-0.545564367,-0.937734859,-0.632127202,-0.545164656,0.948100827,-0.630836448,0.937514027
-2.31E-05,1.40E-07,3.02E-06,1.04E-07,3.01E-06,1.04E-07,2.31E-05,-1.40E-07,-0.94713763,-0.542287148,-0.936412369,-0.628487327,-0.54180421,0.946676005,-0.628360432,0.936224856
1.13E-06,-9.83E-07,4.81E-06,-7.56E-06,3.66E-06,-6.66E-06,-4.59E-07,5.19E-07,-0.044346166,0.134795821,7.068766717,38.30827369,0.16262009,0.101130546,43.58423519,-4.570581734
-3.38E-06,3.54E-06,-2.88E-06,-2.84E-07,-3.12E-06,-4.54E-09,3.42E-06,-3.57E-06,-0.022788918,-0.202837396,-20.46604558,0.745012954,-0.194563427,0.030317606,2.364481057,20.56104989
4.74E-07,-1.25E-07,-4.90E-06,2.03E-06,-4.71E-06,1.86E-06,-2.36E-08,-2.45E-07,0.146821442,-0.154609249,0.345917629,-10.78106488,-0.173586817,-0.133847455,-11.71822008,1.827723698
1.16E-06,-8.21E-07,-2.99E-06,2.00E-07,-2.82E-06,-9.06E-08,-1.40E-06,1.16E-06,0.119660822,-0.074713225,4.772601503,0.343435965,-0.074748423,-0.13239704,-1.406298887,-6.671058208
1.68E-07,-1.19E-08,-2.26E-06,-6.48E-07,-2.52E-06,-4.62E-07,-2.23E-07,4.23E-08,0.079078665,-0.092065096,0.173698074,2.658793605,-0.080141264,-0.074421925,3.724014493,-0.387751662
-2.37E-08,2.07E-07,-2.92E-06,3.38E-08,-2.89E-06,1.16E-08,1.63E-07,-3.14E-07,0.082337574,-0.107717105,-1.19034434,-0.035755758,-0.112573782,-0.077633607,-0.142388101,1.810882917
2.34E-07,4.07E-08,-3.05E-06,2.17E-07,-3.04E-06,1.29E-07,-2.28E-07,1.38E-08,0.094948709,-0.106225262,-0.251953985,-0.746457704,-0.106606409,-0.094458529,-1.269546621,-0.044470376
2.59E-07,-8.18E-08,-2.89E-06,1.04E-08,-2.94E-06,-2.85E-08,-2.96E-07,8.66E-08,0.092809083,-0.102896322,0.48805136,0.135860361,-0.099549286,-0.092858608,-0.089239402,-0.508054856
1.68E-07,-3.74E-08,-2.84E-06,-3.66E-08,-2.85E-06,-2.23E-08,-1.74E-07,2.31E-08,0.087204775,-0.101967058,0.229602639,0.109782895,-0.10110493,-0.087072281,0.19534403,-0.150133863
1.84E-07,2.11E-08,-2.86E-06,3.35E-08,-2.88E-06,1.19E-08,-1.54E-07,-1.88E-08,0.088879897,-0.102345247,-0.115209161,-0.075542144,-0.102336066,-0.087005779,-0.201146821,0.106597451
1.72E-07,-8.13E-09,-2.89E-06,3.19E-08,-2.92E-06,-1.40E-08,-1.90E-07,-2.42E-09,0.089297657,-0.104217626,0.059226357,0.067443619,-0.102338517,-0.089196814,-0.19505308,0.011322384
1.47E-07,-4.41E-08,-2.87E-06,5.00E-09,-2.88E-06,4.86E-09,-1.72E-07,2.38E-08,0.086972575,-0.103433129,0.262926404,-0.048929882,-0.102354361,-0.087949917,-0.045334687,-0.145523749
1.65E-07,-1.38E-08,-2.85E-06,1.94E-08,-2.85E-06,1.79E-08,-1.57E-07,1.37E-08,0.087142864,-0.101884289,0.085256401,-0.118001394,-0.101794713,-0.086621408,-0.126655628,-0.084430326
1.55E-07,-8.23E-09,-2.85E-06,1.75E-08,-2.88E-06,-7.89E-09,-1.63E-07,-1.91E-09,0.087473308,-0.103155544,0.058374585,0.032289076,-0.101802059,-0.087162383,-0.112105887,0.005566274
1.24E-07,-3.62E-08,-2.86E-06,5.89E-09,-2.86E-06,1.44E-09,-1.49E-07,1.15E-08,0.085667194,-0.103430004,0.217538144,-0.027482487,-0.102501757,-0.08674745,-0.047910223,-0.074159882
1.33E-07,-2.35E-08,-2.84E-06,1.60E-08,-2.83E-06,2.32E-08,-1.37E-07,1.84E-08,0.085328518,-0.10200972,0.140067407,-0.150197777,-0.102117769,-0.085663739,-0.108037998,-0.112146954
1.37E-07,-1.06E-08,-2.83E-06,1.67E-08,-2.85E-06,5.96E-09,-1.41E-07,5.92E-09,0.085867187,-0.10241596,0.069109069,-0.048119387,-0.101694317,-0.085681847,-0.10900701,-0.039706264
